trade_id,entry_price,exit_price,direction,probability,raw_pnl,net_pnl,raw_return,net_return,won,hour,year,month,day_of_week
45,45301.45,45151.8,LONG,0.47505066990852357,-5237.749999999796,-6189.080449999796,-0.003303426270019926,-0.003903426270019926,False,0,2023,7,1
46,45151.8,45339.9,LONG,0.5307570576667786,6583.499999999949,5635.312199999949,0.004165946872549899,0.003565946872549899,True,0,2023,7,2
47,45339.9,44925.0,LONG,0.6363437056541443,-14521.500000000051,-15473.63790000005,-0.00915088035041986,-0.00975088035041986,False,0,2023,7,3
48,44925.0,44860.85,LONG,0.5376615524291992,-2245.250000000051,-3188.675000000051,-0.0014279354479688694,-0.0020279354479688693,False,0,2023,7,4
49,44860.85,44745.05,LONG,0.596769267320633,-4052.999999999847,-4995.077849999847,-0.002581315333971506,-0.003181315333971506,False,0,2023,7,0
50,44745.05,44639.45,LONG,0.5933417677879333,-3696.0000000002037,-4635.646050000204,-0.002360037590750392,-0.0029600375907503917,False,0,2023,7,1
51,44639.45,44665.05,LONG,0.5886192619800568,896.0000000002037,-41.42844999979616,0.0005734837682813257,-2.651623171867428e-05,False,0,2023,7,2
52,44665.05,44819.3,LONG,0.50516676902771,5398.75,4460.78395,0.0034534832044294137,0.002853483204429414,True,0,2023,7,3
53,44819.3,45449.75,LONG,0.488177889585495,22065.749999999898,21124.544699999897,0.014066484750988905,0.013466484750988906,True,0,2023,7,4
54,45449.75,45410.85,LONG,0.4908807575702667,-1361.500000000051,-2315.9447500000506,-0.0008558902964263049,-0.001455890296426305,False,0,2023,7,0
55,45410.85,45669.3,LONG,0.5529747486114502,9045.750000000153,8092.122150000153,0.005691371115052996,0.0050913711150529966,True,0,2023,7,1
56,45669.3,46186.9,LONG,0.5450986325740814,18115.99999999995,17156.94469999995,0.011333653022927843,0.010733653022927843,True,0,2023,7,2
57,46186.9,46075.2,LONG,0.6669795393943787,-3909.500000000153,-4879.424900000153,-0.002418434664374625,-0.0030184346643746247,False,0,2023,7,3
58,46075.2,45923.05,LONG,0.5885446548461915,-5325.249999999796,-6292.829199999796,-0.0033022102996838687,-0.0039022102996838686,False,0,2023,7,4
59,45923.05,45845.0,LONG,0.5307246625423432,-2731.750000000102,-3696.1340500001015,-0.0016995822359360474,-0.0022995822359360473,False,0,2023,7,0
60,45845.0,46062.35,LONG,0.5795727252960206,7607.249999999949,6644.504999999949,0.004740975024539177,0.004140975024539177,True,0,2023,7,1
61,46062.35,45679.3,LONG,0.5706506490707398,-13406.749999999847,-14374.059349999847,-0.008315902249885116,-0.008915902249885116,False,0,2023,7,2
62,45679.3,45468.1,LONG,0.5212643623352051,-7392.000000000153,-8351.265300000152,-0.0046235384517714665,-0.005223538451771466,False,0,2023,7,3
63,45468.1,45651.1,LONG,0.4384043037891388,6405.0,5450.1699,0.004024799804698239,0.0034247998046982395,True,0,2023,7,4
64,45651.1,45592.5,LONG,0.6145522773265839,-2050.999999999949,-3009.673099999949,-0.0012836492439393255,-0.0018836492439393256,False,0,2023,7,0
65,45592.5,44995.7,LONG,0.5858211636543273,-20888.000000000102,-21845.442500000103,-0.013089872237758466,-0.013689872237758466,False,0,2023,8,1
66,44995.7,44513.45,LONG,0.5172491073608398,-16878.75,-17823.6597,-0.010717690801565484,-0.011317690801565484,False,0,2023,8,2
67,44513.45,44879.5,LONG,0.5509504556655884,12811.750000000102,11876.967550000101,0.008223357210011871,0.0076233572100118715,True,0,2023,8,3
68,44879.5,44837.5,LONG,0.5546326994895935,-1470.0,-2412.4695,-0.0009358393030225381,-0.001535839303022538,False,0,2023,8,4
69,44837.5,44964.45,LONG,0.5530366957187652,4443.249999999898,3501.6624999998985,0.002831335377752932,0.0022313353777529323,True,0,2023,8,0
70,44964.45,44880.7,LONG,0.6598679542541505,-2931.25,-3875.50345,-0.0018625825513266592,-0.0024625825513266593,False,0,2023,8,1
71,44880.7,44541.8,LONG,0.5847393333911897,-11861.499999999796,-12803.994699999796,-0.0075511299957441436,-0.008151129995744143,False,0,2023,8,2
72,44541.8,44199.1,LONG,0.6296939432621003,-11994.500000000153,-12929.877800000153,-0.007693896519673752,-0.008293896519673752,False,0,2023,8,3
73,44199.1,44090.95,LONG,0.6175804138183594,-3785.250000000051,-4713.431100000051,-0.002446882402582891,-0.003046882402582891,False,0,2023,8,4
74,44090.95,43946.4,LONG,0.5886338591575623,-5059.249999999847,-5985.159949999847,-0.0032784505663859737,-0.0038784505663859736,False,0,2023,8,0
75,43946.4,43891.35,LONG,0.5506709337234497,-1926.7500000001019,-2849.6244000001016,-0.0012526623341161712,-0.001852662334116171,False,0,2023,8,2
76,43891.35,43851.05,LONG,0.5857839226722718,-1410.4999999998472,-2332.2183499998473,-0.0009181763604900655,-0.0015181763604900653,False,0,2023,8,3
77,43851.05,44002.0,LONG,0.5530059695243835,5283.249999999898,4362.377949999898,0.0034423349041812473,0.0028423349041812474,True,0,2023,8,4
78,44002.0,43993.25,LONG,0.4883461892604828,-306.25,-1230.292,-0.00019885459751829463,-0.0007988545975182946,False,0,2023,8,0
79,43993.25,44479.05,LONG,0.5947941005229951,17003.000000000102,16079.141750000103,0.01104260312661608,0.01044260312661608,True,0,2023,8,1
80,44479.05,44496.2,LONG,0.6568726181983948,600.2499999997963,-333.81005000020366,0.0003855747818353625,-0.00021442521816463747,False,0,2023,8,2
81,44496.2,44231.45,LONG,0.6033475995063783,-9266.25,-10200.6702,-0.0059499462875481504,-0.00654994628754815,False,0,2023,8,3
82,44231.45,44494.65,LONG,0.5398665487766265,9212.000000000153,8283.139550000153,0.005950517109432415,0.005350517109432415,True,0,2023,8,4
83,44494.65,44495.25,LONG,0.4422287046909333,20.99999999994907,-913.3876500000509,1.3484767269740178e-05,-0.0005865152327302598,False,0,2023,8,0
84,44495.25,44232.6,LONG,0.6301070153713226,-9192.750000000051,-10127.150250000052,-0.005902877273416858,-0.0065028772734168575,False,0,2023,8,1
85,44232.6,43989.15,LONG,0.539981895685196,-8520.749999999898,-9449.634599999898,-0.005503859144612731,-0.006103859144612731,False,0,2023,8,2
86,43989.15,44436.1,LONG,0.5665029466152192,15643.249999999898,14719.477849999897,0.010160460022528217,0.009560460022528217,True,0,2023,8,3
87,44436.1,44578.3,LONG,0.6204000234603883,4977.000000000153,4043.841900000153,0.0032001008189288522,0.0026001008189288524,True,0,2023,9,4
88,44578.3,44532.15,LONG,0.4746851444244385,-1615.250000000051,-2551.394300000051,-0.0010352570645359167,-0.0016352570645359167,False,0,2023,9,0
89,44532.15,44409.1,LONG,0.5526353359222412,-4306.750000000102,-5241.925150000102,-0.0027631722250105353,-0.003363172225010535,False,0,2023,9,1
90,44409.1,44878.35,LONG,0.6277178525924684,16423.75,15491.1589,0.010566528031416984,0.009966528031416984,True,0,2023,9,2
91,44878.35,45156.4,LONG,0.6362737238407135,9731.750000000102,8789.304650000102,0.0061956377629748625,0.005595637762974863,True,0,2023,9,3
92,45156.4,45570.7,LONG,0.5664859533309936,14500.499999999847,13552.215599999847,0.009174779211805982,0.008574779211805982,True,0,2023,9,4
93,45570.7,45511.35,LONG,0.6446150124073029,-2077.249999999949,-3034.234699999949,-0.00130237191879867,-0.0019023719187986699,False,0,2023,9,0
94,45511.35,45909.45,LONG,0.5857065498828888,13933.499999999949,12977.76164999995,0.008747268538507396,0.008147268538507396,True,0,2023,9,1
95,45909.45,46000.85,LONG,0.46277037262916565,3199.000000000051,2234.901550000051,0.0019908755169143057,0.0013908755169143058,True,0,2023,9,2
96,46000.85,46231.5,LONG,0.6491430997848511,8072.750000000051,7106.732150000051,0.005014037784084456,0.004414037784084456,True,0,2023,9,3
97,46231.5,45979.85,LONG,0.538198208808899,-8807.750000000051,-9778.61150000005,-0.005443258384434886,-0.006043258384434886,False,0,2023,9,4
98,45979.85,45384.6,LONG,0.5666532874107362,-20833.75,-21799.32685,-0.012945888253223967,-0.013545888253223967,False,0,2023,9,0
99,45384.6,44623.85,LONG,0.513326907157898,-26626.25,-27579.3266,-0.016762293817726717,-0.017362293817726717,False,0,2023,9,2
100,44623.85,44612.05,LONG,0.5671274542808533,-412.9999999998472,-1350.100849999847,-0.000264432584817214,-0.000864432584817214,False,0,2023,9,3
101,44612.05,44766.1,LONG,0.5944335401058197,5391.749999999847,4454.8969499998475,0.0034531029172610453,0.0028531029172610455,True,0,2023,9,4
102,44766.1,44624.2,LONG,0.4879249453544617,-4966.500000000051,-5906.588100000051,-0.003169809297660539,-0.003769809297660539,False,0,2023,9,0
103,44624.2,44588.3,LONG,0.526241022348404,-1256.4999999997963,-2193.608199999796,-0.0008044962150580668,-0.0014044962150580667,False,0,2023,9,1
104,44588.3,44300.95,LONG,0.5970937311649323,-10057.250000000204,-10993.604300000205,-0.006444515713763606,-0.007044515713763606,False,0,2023,9,2
105,44300.95,44584.55,LONG,0.6136564493179322,9926.000000000204,8995.680050000205,0.0064016685872426175,0.005801668587242618,True,0,2023,9,3
106,44584.55,44399.05,LONG,0.5608704447746278,-6492.5,-7428.77555,-0.004160634121012772,-0.0047606341210127716,False,0,2023,9,4
107,44399.05,43964.05,LONG,0.4956424713134766,-15225.0,-16157.38005,-0.009797506928639238,-0.010397506928639237,False,0,2023,10,1
108,43964.05,44213.35,LONG,0.5794693052768708,8725.499999999847,7802.254949999848,0.005670542181623295,0.005070542181623295,True,0,2023,10,2
109,44213.35,44360.6,LONG,0.543044936656952,5153.75,4225.26965,0.0033304420497428946,0.0027304420497428947,True,0,2023,10,3
110,44360.6,43886.5,LONG,0.5044752359390259,-16593.49999999995,-17525.07259999995,-0.01068741180236513,-0.01128741180236513,False,0,2023,10,4
111,43886.5,44360.15,LONG,0.5300001859664917,16577.75000000005,15656.13350000005,0.01079261276246685,0.01019261276246685,True,0,2023,10,0
112,44360.15,44516.9,LONG,0.6366518199443817,5486.25,4554.68685,0.003533576870231503,0.002933576870231503,True,0,2023,10,1
113,44516.9,44599.2,LONG,0.4881863057613373,2880.499999999847,1945.6450999998474,0.0018487360979761761,0.001248736097976176,True,0,2023,10,2
114,44599.2,44287.95,LONG,0.634714025259018,-10893.75,-11830.3332,-0.006978824732282194,-0.007578824732282194,False,0,2023,10,3
115,44287.95,44225.9,LONG,0.6175678431987763,-2171.749999999847,-3101.796949999847,-0.0014010583014114593,-0.002001058301411459,False,0,2023,10,4
116,44225.9,44409.5,LONG,0.5888234317302704,6425.999999999949,5497.25609999995,0.0041514135382207835,0.0035514135382207837,True,0,2023,10,0
117,44409.5,43888.7,LONG,0.6366509616374969,-18228.000000000102,-19160.599500000102,-0.011727220527139528,-0.012327220527139528,False,0,2023,10,1
118,43888.7,43754.5,LONG,0.429700380563736,-4696.999999999898,-5618.662699999898,-0.0030577346788580456,-0.0036577346788580455,False,0,2023,10,2
119,43754.5,43723.05,LONG,0.5034991979599,-1100.7499999998981,-2019.594499999898,-0.0007187832108696726,-0.0013187832108696724,False,0,2023,10,3
120,43723.05,43151.2,LONG,0.5976381182670594,-20014.750000000204,-20932.934050000204,-0.013078913753729573,-0.013678913753729573,False,0,2023,10,4
121,43151.2,42832.0,LONG,0.5175813853740692,-11171.999999999898,-12078.175199999898,-0.007397245036059185,-0.007997245036059185,False,0,2023,10,0
122,42832.0,42280.15,LONG,0.5680418670177461,-19314.74999999995,-20214.22199999995,-0.012884058647739973,-0.013484058647739973,False,0,2023,10,2
123,42280.15,42782.0,LONG,0.5142225563526154,17564.74999999995,16676.866849999948,0.01186963622409094,0.01126963622409094,True,0,2023,10,3
124,42782.0,43039.15,LONG,0.5593061327934266,9000.250000000051,8101.828000000051,0.006010705436866006,0.005410705436866006,True,0,2023,10,4
125,43039.15,42845.95,LONG,0.46100382208824164,-6762.000000000153,-7665.822150000153,-0.00448893623596201,-0.00508893623596201,False,0,2023,10,0
126,42845.95,42700.95,LONG,0.612065726518631,-5075.0,-5974.76495,-0.0033842171780530017,-0.003984217178053002,False,0,2023,10,1
127,42700.95,43017.2,LONG,0.5313794314861298,11068.75,10172.03005,0.00740615841099554,0.00680615841099554,True,0,2023,11,2
128,43017.2,43318.25,LONG,0.5454084813594818,10536.750000000102,9633.388800000102,0.006998363445319615,0.006398363445319615,True,0,2023,11,3
129,43318.25,43619.4,LONG,0.6484275460243225,10540.250000000051,9630.56675000005,0.00695203522764658,0.00635203522764658,True,0,2023,11,4
130,43619.4,43737.9,LONG,0.6483101189136505,4147.5,3231.4926,0.0027166811097814273,0.0021166811097814275,True,0,2023,11,0
131,43737.9,43658.65,LONG,0.6600045740604401,-2773.75,-3692.2459,-0.0018119296994140092,-0.002411929699414009,False,0,2023,11,1
132,43658.65,43683.6,LONG,0.5798131227493286,873.2499999998981,-43.58165000010183,0.0005714789623590535,-2.852103764094645e-05,False,0,2023,11,2
133,43683.6,43820.1,LONG,0.5053743362426758,4777.5,3860.1444,0.0031247424662802516,0.0025247424662802518,True,0,2023,11,3
134,43820.1,43996.65,LONG,0.6493053734302521,6179.250000000102,5259.027900000102,0.004028973005538621,0.003428973005538621,True,0,2023,11,4
135,43996.65,43891.25,LONG,0.6148361146450043,-3689.000000000051,-4612.929650000051,-0.002395636940539824,-0.002995636940539824,False,0,2023,11,6
136,43891.25,44201.7,LONG,0.5888819813728333,10865.749999999898,9944.033749999899,0.0070731637854924865,0.006473163785492487,True,0,2023,11,0
137,44201.7,44161.55,LONG,0.6483305156230927,-1405.2499999997963,-2333.485699999796,-0.0009083361047198226,-0.0015083361047198225,False,0,2023,11,2
138,44161.55,43583.95,LONG,0.553240966796875,-20216.000000000204,-21143.392550000204,-0.013079251067954042,-0.013679251067954042,False,0,2023,11,3
139,43583.95,43584.95,LONG,0.5175005435943604,35.0,-880.2629499999998,2.294422602815945e-05,-0.0005770557739718405,False,0,2023,11,4
140,43584.95,43689.15,LONG,0.6194117546081543,3647.000000000153,2731.716050000153,0.00239073349860455,0.00179073349860455,True,0,2023,11,0
141,43689.15,43449.6,LONG,0.6019030153751374,-8384.250000000102,-9301.722150000101,-0.005483054717246797,-0.006083054717246797,False,0,2023,11,1
142,43449.6,43577.5,LONG,0.5672156393527985,4476.500000000051,3564.058400000051,0.0029436404477832124,0.0023436404477832126,True,0,2023,11,2
143,43577.5,43769.1,LONG,0.6147569835186005,6705.999999999949,5790.8724999999495,0.004396764385290541,0.003796764385290541,True,0,2023,11,3
144,43769.1,43880.95,LONG,0.636691814661026,3914.749999999949,2995.598899999949,0.0025554557895866845,0.0019554557895866847,True,0,2023,11,4
145,43880.95,44566.45,LONG,0.6082646787166596,23992.5,23071.00005,0.01562181311024488,0.01502181311024488,True,0,2023,11,1
146,44566.45,44481.75,LONG,0.6572205364704132,-2964.499999999898,-3900.395449999898,-0.0019005327998976157,-0.0025005327998976158,False,0,2023,11,2
147,44481.75,44814.2,LONG,0.5845499277114868,11635.749999999898,10701.633249999899,0.007473851635783149,0.0068738516357831495,True,0,2023,11,3
148,44814.2,46431.4,LONG,0.5380612134933471,56602.00000000015,55660.90180000015,0.03608677606651473,0.03548677606651473,True,0,2023,12,4
149,46431.4,47012.25,LONG,0.6647408902645111,20329.74999999995,19354.69059999995,0.01250985324586376,0.01190985324586376,True,0,2023,12,0
150,47012.25,46834.55,LONG,0.47559948563575744,-6219.499999999898,-7206.757249999898,-0.0037798658860190076,-0.0043798658860190074,False,0,2023,12,1
151,46834.55,46841.4,LONG,0.773214077949524,239.74999999994907,-743.7755500000509,0.00014625954557049325,-0.0004537404544295067,False,0,2023,12,2
152,46841.4,47262.0,LONG,0.618837833404541,14720.999999999949,13737.330599999948,0.008979236316591702,0.008379236316591702,True,0,2023,12,3
153,47262.0,47314.25,LONG,0.6528839886188508,1828.75,836.248,0.0011055393339257755,0.0005055393339257755,True,0,2023,12,4
154,47314.25,47097.55,LONG,0.5893023312091827,-7584.499999999898,-8578.099249999897,-0.004580015534431954,-0.005180015534431954,False,0,2023,12,0
155,47097.55,47092.25,LONG,0.6113061547279358,-185.50000000010186,-1174.5485500001018,-0.00011253239287400109,-0.000712532392874001,False,0,2023,12,1
156,47092.25,47732.3,LONG,0.6296962976455689,22401.750000000102,21412.812750000103,0.013591408352754497,0.012991408352754497,True,0,2023,12,2
157,47732.3,48143.55,LONG,0.4751606464385987,14393.75,13391.3717,0.008615759140037248,0.008015759140037248,True,0,2023,12,3
158,48143.55,47867.7,LONG,0.4965448915958405,-9654.750000000204,-10665.764550000204,-0.0057297394978144695,-0.006329739497814469,False,0,2023,12,4
159,47867.7,47870.9,LONG,0.5441514194011688,112.0000000001528,-893.221699999847,6.685092452748651e-05,-0.0005331490754725135,False,0,2023,12,0
160,47870.9,47445.3,LONG,0.6188177108764649,-14895.999999999949,-15901.288899999949,-0.008890578618743298,-0.009490578618743297,False,0,2023,12,1
161,47445.3,47840.15,LONG,0.5708231031894684,13819.749999999949,12823.398699999949,0.008322215266844103,0.007722215266844103,True,0,2023,12,2
162,47840.15,47491.85,LONG,0.6409107983112335,-12190.500000000102,-13195.143150000102,-0.007280495567008107,-0.007880495567008107,False,0,2023,12,3
163,47491.85,47724.85,LONG,0.5673679113388062,8155.0,7157.67115,0.004906104942216402,0.004306104942216402,True,0,2023,12,4
164,47724.85,48282.2,LONG,0.538273310661316,19507.24999999995,18505.028149999947,0.011678402341756938,0.011078402341756938,True,0,2023,12,1
165,48282.2,48508.55,LONG,0.6207107126712799,7922.250000000204,6908.323800000204,0.004688063095716555,0.004088063095716555,True,0,2023,12,2
166,48508.55,48292.25,LONG,0.570451945066452,-7570.500000000102,-8589.179550000103,-0.004459007741934214,-0.005059007741934214,False,0,2023,12,3
167,48292.25,48234.3,LONG,0.6113294184207916,-2028.2499999998981,-3042.387249999898,-0.0011999855049205014,-0.0017999855049205013,False,0,2023,12,4
168,48234.3,47761.65,LONG,0.5856229841709137,-16542.75000000005,-17555.670300000053,-0.009799043419309525,-0.010399043419309525,False,0,2024,1,0
169,47761.65,47704.95,LONG,0.579507440328598,-1984.5000000001528,-2987.4946500001524,-0.001187144916475967,-0.0017871449164759668,False,0,2024,1,1
170,47704.95,48195.85,LONG,0.5856904506683349,17181.50000000005,16179.696050000051,0.010290336747025236,0.009690336747025236,True,0,2024,1,2
171,48195.85,48159.0,LONG,0.6697916090488434,-1289.749999999949,-2301.862849999949,-0.0007645886523424433,-0.0013645886523424432,False,0,2024,1,3
172,48159.0,47450.25,LONG,0.5971424400806427,-24806.25,-25817.589,-0.014716875350401793,-0.015316875350401793,False,0,2024,1,4
173,47450.25,47242.65,LONG,0.5552747964859008,-7265.999999999949,-8262.455249999948,-0.004375108666445352,-0.004975108666445352,False,0,2024,1,0
174,47242.65,47360.85,LONG,0.49011350274086,4136.999999999898,3144.904349999898,0.0025019764979313627,0.001901976497931363,True,0,2024,1,1
175,47360.85,47438.35,LONG,0.6086169004440308,2712.5,1717.9221500000003,0.0016363726580076161,0.001036372658007616,True,0,2024,1,2
176,47438.35,47709.8,LONG,0.6161418676376343,9500.750000000153,8504.544650000153,0.005722163608135704,0.005122163608135704,True,0,2024,1,3
177,47709.8,48158.3,LONG,0.5451335489749909,15697.5,14695.5942,0.009400584366314677,0.008800584366314677,True,0,2024,1,4
178,48158.3,48125.1,LONG,0.658960610628128,-1162.0000000001528,-2173.324300000153,-0.000689393105653737,-0.0012893931056537369,False,0,2024,1,0
179,48125.1,46064.45,LONG,0.5972213864326477,-72122.75000000006,-73133.37710000006,-0.04281861232496143,-0.043418612324961435,False,0,2024,1,1
180,46064.45,45713.55,LONG,0.43027560710906987,-12281.499999999796,-13248.853449999797,-0.007617587966425176,-0.008217587966425176,False,0,2024,1,2
181,45713.55,45701.15,LONG,0.6088224411010742,-434.00000000005093,-1393.984550000051,-0.0002712543654999766,-0.0008712543654999765,False,0,2024,1,3
182,45701.15,46058.2,LONG,0.6076752960681916,12496.749999999847,11537.025849999847,0.00781271368444767,0.0072127136844476695,True,0,2024,1,4
183,46058.2,45015.05,LONG,0.6231713831424713,-36510.249999999796,-37477.47219999979,-0.02264851861340639,-0.02324851861340639,False,0,2024,1,5
184,45015.05,45082.4,LONG,0.6100418746471405,2357.249999999949,1411.9339499999492,0.0014961662821655988,0.0008961662821655988,True,0,2024,1,1
185,45082.4,44866.15,LONG,0.5981268048286438,-7568.75,-8515.4804,-0.004796772132805707,-0.005396772132805707,False,0,2024,1,2
186,44866.15,45442.35,LONG,0.4321696698665619,20166.999999999898,19224.8108499999,0.012842644176065855,0.012242644176065855,True,0,2024,1,3
187,45442.35,45367.75,SHORT,0.39111575484275823,2610.999999999949,1656.710649999949,0.0016416404521332755,0.0010416404521332756,True,0,2024,1,0
188,45367.75,45996.8,LONG,0.5792153775691986,22016.750000000102,21064.0272500001,0.013865576317979245,0.013265576317979245,True,0,2024,1,1
189,45996.8,46188.65,LONG,0.49906600713729865,6714.749999999949,5748.8171999999495,0.004170942326422676,0.003570942326422676,True,0,2024,1,2
190,46188.65,45970.95,LONG,0.6358909428119659,-7619.500000000153,-8589.461650000152,-0.004713279128097582,-0.005313279128097582,False,0,2024,2,3
191,45970.95,45825.55,LONG,0.4321116626262665,-5088.999999999796,-6054.389949999796,-0.0031628669844759394,-0.0037628669844759393,False,0,2024,2,4
192,45825.55,45690.8,LONG,0.5259424805641175,-4716.25,-5678.58655,-0.0029404993502532973,-0.003540499350253297,False,0,2024,2,0
