trade_id,entry_price,exit_price,direction,probability,raw_pnl,net_pnl,raw_return,net_return,won,hour,year,month,day_of_week
193,45690.8,45818.5,LONG,0.6260963320732117,4469.499999999898,3509.993199999898,0.002794873366191817,0.0021948733661918173,True,0,2024,2,1
194,45818.5,45012.0,LONG,0.6594894528388978,-28227.5,-29189.6885,-0.017602060303152655,-0.018202060303152655,False,0,2024,2,2
195,45012.0,45634.55,LONG,0.4463887989521027,21789.250000000102,20843.9980000001,0.013830756242779768,0.013230756242779768,True,0,2024,2,3
196,45634.55,44882.25,LONG,0.4750563144683838,-26330.500000000102,-27288.825550000103,-0.016485316498135796,-0.017085316498135796,False,0,2024,2,4
197,44882.25,45502.4,LONG,0.5720989584922791,21705.25000000005,20762.72275000005,0.013817266291239888,0.013217266291239888,True,0,2024,2,0
198,45502.4,45908.3,LONG,0.47508921027183537,14206.500000000051,13250.94960000005,0.008920408593832444,0.008320408593832445,True,0,2024,2,1
199,45908.3,46218.9,LONG,0.6528078377246858,10870.999999999949,9906.925699999949,0.006765661111389412,0.006165661111389412,True,0,2024,2,2
200,46218.9,46384.85,LONG,0.6409941196441651,5808.249999999898,4837.653099999898,0.003590522491880964,0.002990522491880964,True,0,2024,2,3
201,46384.85,46535.5,LONG,0.48775624036788945,5272.750000000051,4298.668150000051,0.003247827685117047,0.002647827685117047,True,0,2024,2,4
202,46535.5,47094.2,LONG,0.4748507678508759,19554.499999999898,18577.254499999897,0.012005887977995231,0.011405887977995232,True,0,2024,2,0
203,47094.2,47019.7,LONG,0.5584596872329712,-2607.5,-3596.4781999999996,-0.0015819357797775522,-0.0021819357797775523,False,0,2024,2,1
204,47019.7,46919.8,LONG,0.5795876026153565,-3496.4999999997963,-4483.913699999796,-0.0021246413737219545,-0.0027246413737219543,False,0,2024,2,2
205,46919.8,46811.75,LONG,0.5847189009189606,-3781.750000000102,-4767.065800000102,-0.002302865741115753,-0.0029028657411157527,False,0,2024,2,3
206,46811.75,46576.5,LONG,0.6155101954936981,-8233.75,-9216.79675,-0.005025447670723697,-0.005625447670723697,False,0,2024,2,4
207,46576.5,46588.05,LONG,0.5503372013568879,404.25000000010186,-573.8564999998981,0.00024797913110695115,-0.0003520208688930488,False,0,2024,2,0
208,46588.05,45963.15,LONG,0.6225803315639495,-21871.50000000005,-22849.84905000005,-0.013413310924153328,-0.014013310924153328,False,0,2024,2,1
209,45963.15,46120.9,LONG,0.5283639252185821,5521.25,4556.02385,0.0034320972344149604,0.0028320972344149605,True,0,2024,2,2
210,46120.9,47286.9,LONG,0.5232185602188111,40810.0,39841.4611,0.025281380025107922,0.024681380025107922,True,0,2024,2,3
211,47286.9,47297.5,LONG,0.5431196510791778,370.99999999994907,-622.0249000000508,0.00022416356327013495,-0.000375836436729865,False,0,2024,3,4
212,47297.5,47456.1,LONG,0.6225321173667908,5550.999999999949,4557.75249999995,0.0033532427718166616,0.0027532427718166617,True,0,2024,3,5
213,47456.1,47581.0,LONG,0.5236867070198059,4371.500000000051,3374.921900000051,0.0026319061195505204,0.0020319061195505205,True,0,2024,3,0
214,47581.0,47965.4,LONG,0.6161555409431457,13454.000000000051,12454.799000000052,0.008078855005149144,0.0074788550051491445,True,0,2024,3,1
215,47965.4,47835.8,LONG,0.5740871489048004,-4535.999999999949,-5543.273399999949,-0.002701947653933847,-0.0033019476539338467,False,0,2024,3,2
216,47835.8,47327.85,LONG,0.6280809819698334,-17778.250000000153,-18782.801800000154,-0.010618616182858953,-0.011218616182858953,False,0,2024,3,3
217,47327.85,47282.4,LONG,0.5298819541931152,-1590.7499999998981,-2584.634849999898,-0.000960322516235094,-0.001560322516235094,False,0,2024,3,0
218,47282.4,46981.3,LONG,0.5530344605445862,-10538.499999999949,-11531.430399999948,-0.006368120061587368,-0.0069681200615873675,False,0,2024,3,1
219,46981.3,46789.95,LONG,0.613993549346924,-6697.250000000204,-7683.857300000203,-0.004072897088841855,-0.0046728970888418545,False,0,2024,3,2
220,46789.95,46594.1,LONG,0.49579134583473206,-6854.749999999949,-7837.338949999948,-0.004185727918067845,-0.004785727918067845,False,0,2024,3,3
221,46594.1,46575.9,LONG,0.4955782115459442,-636.9999999998981,-1615.476099999898,-0.00039060739449838265,-0.0009906073944983826,False,0,2024,3,4
222,46575.9,46384.8,LONG,0.614346355199814,-6688.499999999949,-7666.593899999949,-0.004102980296677006,-0.004702980296677006,False,0,2024,3,0
223,46384.8,46310.9,LONG,0.495808881521225,-2586.500000000051,-3560.580800000051,-0.001593194322278019,-0.002193194322278019,False,0,2024,3,1
224,46310.9,46684.9,LONG,0.5796001911163331,13090.0,12117.4711,0.008075852553070658,0.0074758525530706586,True,0,2024,3,2
225,46684.9,46863.75,LONG,0.5741440296173096,6259.749999999949,5279.3670999999495,0.0038310031723319217,0.003231003172331922,True,0,2024,3,3
226,46863.75,46600.2,LONG,0.5546469330787659,-9224.250000000102,-10208.388750000102,-0.005623749699928045,-0.006223749699928045,False,0,2024,3,4
227,46600.2,46785.95,LONG,0.5445220410823822,6501.25,5522.6458,0.003986034394702169,0.003386034394702169,True,0,2024,3,1
228,46785.95,47124.6,LONG,0.614473444223404,11852.750000000051,10870.24505000005,0.007238284142995952,0.006638284142995952,True,0,2024,3,2
229,47124.6,47578.25,LONG,0.5675463795661927,15877.750000000051,14888.133400000052,0.00962660691019131,0.00902660691019131,True,0,2024,3,3
230,47578.25,47545.45,LONG,0.5677448332309724,-1148.0000000001019,-2147.143250000102,-0.0006893906354269631,-0.001289390635426963,False,0,2024,4,0
231,47545.45,47624.25,LONG,0.5972515642642975,2758.000000000102,1759.5455500001021,0.001657361535120667,0.0010573615351206671,True,0,2024,4,1
232,47624.25,48060.8,LONG,0.6160472273826599,15279.250000000102,14279.140750000102,0.009166548554570475,0.008566548554570475,True,0,2024,4,2
233,48060.8,48493.05,LONG,0.6444882690906525,15128.75,14119.4732,0.008993816166189493,0.008393816166189493,True,0,2024,4,3
234,48493.05,48581.7,LONG,0.6530579626560211,3102.7499999997963,2084.3959499997964,0.0018280970159640232,0.0012280970159640231,True,0,2024,4,4
235,48581.7,48730.55,LONG,0.634442299604416,5209.750000000204,4189.534300000204,0.0030639108964899504,0.0024639108964899506,True,0,2024,4,0
236,48730.55,48986.6,LONG,0.6394304215908051,8961.749999999847,7938.408449999847,0.005254404064801149,0.004654404064801149,True,0,2024,4,1
237,48986.6,48564.55,LONG,0.641899734735489,-14771.749999999847,-15800.468599999847,-0.008615621414835805,-0.009215621414835805,False,0,2024,4,2
238,48564.55,47773.25,LONG,0.5027163326740265,-27695.500000000102,-28715.355550000102,-0.016293778074747998,-0.016893778074747998,False,0,2024,4,4
239,47773.25,47484.8,LONG,0.5724577605724335,-10095.749999999898,-11098.988249999898,-0.006037897777521879,-0.006637897777521879,False,0,2024,4,0
240,47484.8,47069.45,LONG,0.5761453449726105,-14537.250000000204,-15534.430800000204,-0.008747009569378112,-0.009347009569378112,False,0,2024,4,1
241,47069.45,47574.15,LONG,0.5711846590042114,17664.500000000153,16676.041550000155,0.010722453735915852,0.010122453735915853,True,0,2024,4,3
242,47574.15,47924.9,LONG,0.6366416096687317,12276.25,11277.19285,0.007372701351469233,0.006772701351469233,True,0,2024,4,4
243,47924.9,47970.45,LONG,0.5450388848781587,1594.2499999998472,587.8270999998473,0.0009504453843408256,0.00035044538434082567,True,0,2024,4,0
244,47970.45,48189.0,LONG,0.5823388695716858,7649.250000000102,6641.8705500001015,0.004555929744248864,0.003955929744248864,True,0,2024,4,1
245,48189.0,48494.95,LONG,0.6371985495090484,10708.249999999898,9696.280999999899,0.006348959306065639,0.0057489593060656395,True,0,2024,4,2
246,48494.95,48201.05,LONG,0.5611115097999573,-10286.499999999796,-11304.893949999796,-0.006060424848360379,-0.006660424848360379,False,0,2024,4,3
247,48201.05,49424.05,LONG,0.5761012732982635,42805.0,41792.77795,0.025372891254443624,0.024772891254443624,True,0,2024,4,4
248,49424.05,49396.75,LONG,0.5432668387889862,-955.5000000001019,-1993.4050500001017,-0.0005523626655444648,-0.0011523626655444647,False,0,2024,4,0
249,49396.75,49231.05,LONG,0.6136101901531219,-5799.499999999898,-6836.8317499998975,-0.0033544717010733924,-0.003954471701073392,False,0,2024,4,1
250,49231.05,48923.55,LONG,0.5305539727210999,-10762.5,-11796.35205,-0.006246058127949739,-0.006846058127949739,False,0,2024,5,3
251,48923.55,48895.3,LONG,0.6272979855537415,-988.75,-2016.14455,-0.0005774315232643584,-0.0011774315232643583,False,0,2024,5,4
252,48895.3,48285.35,LONG,0.6136497795581818,-21348.250000000153,-22375.051300000152,-0.01247461412446604,-0.01307461412446604,False,0,2024,5,0
253,48285.35,48021.1,LONG,0.4906811535358429,-9248.75,-10262.74235,-0.005472674424023022,-0.006072674424023022,False,0,2024,5,1
254,48021.1,47487.9,LONG,0.5668279230594635,-18661.999999999898,-19670.4430999999,-0.011103452440697882,-0.011703452440697882,False,0,2024,5,2
255,47487.9,47421.1,LONG,0.5513075649738312,-2338.000000000102,-3335.2459000001018,-0.0014066741211972505,-0.0020066741211972505,False,0,2024,5,3
256,47421.1,47754.1,LONG,0.5884946942329407,11655.0,10659.1569,0.007022190543871821,0.006422190543871821,True,0,2024,5,4
257,47754.1,47859.45,LONG,0.6480521738529206,3687.249999999949,2684.413899999949,0.0022060932987952564,0.0016060932987952566,True,0,2024,5,0
258,47859.45,47687.45,LONG,0.6078136265277863,-6020.0,-7025.04845,-0.003593856594674615,-0.004193856594674615,False,0,2024,5,1
259,47687.45,47977.05,LONG,0.6940941095352173,10136.000000000204,9134.563550000204,0.006072876616384517,0.005472876616384517,True,0,2024,5,2
260,47977.05,48115.65,LONG,0.566651451587677,4850.999999999949,3843.481949999949,0.0028888812463458784,0.0022888812463458786,True,0,2024,5,3
261,48115.65,48199.5,LONG,0.6145315766334534,2934.749999999949,1924.3213499999492,0.0017426762394355795,0.0011426762394355795,True,0,2024,5,4
262,48199.5,48048.2,LONG,0.6163335025310517,-5295.500000000102,-6307.689500000102,-0.0031390367119991476,-0.0037390367119991474,False,0,2024,5,5
263,48048.2,47781.95,LONG,0.5265961468219758,-9318.75,-10327.7622,-0.005541310600605226,-0.006141310600605226,False,0,2024,5,1
264,47781.95,48768.6,LONG,0.5671128451824189,34532.75000000005,33529.32905000005,0.02064901076661797,0.02004901076661797,True,0,2024,5,2
265,48768.6,48971.65,LONG,0.5064262449741364,7106.750000000102,6082.609400000102,0.004163539654613889,0.0035635396546138893,True,0,2024,5,3
266,48971.65,49281.8,LONG,0.6364868223667145,10855.250000000051,9826.84535000005,0.006333256077751137,0.005733256077751137,True,0,2024,5,4
267,49281.8,49142.15,LONG,0.5610970616340638,-4887.750000000051,-5922.667800000051,-0.002833703314408188,-0.003433703314408188,False,0,2024,5,0
268,49142.15,48501.35,LONG,0.6264159858226777,-22428.000000000102,-23459.985150000102,-0.013039722519263055,-0.013639722519263054,False,0,2024,5,1
269,48501.35,48682.35,LONG,0.5172501325607299,6335.0,5316.47165,0.0037318548865134683,0.0031318548865134684,True,0,2024,5,2
270,48682.35,48983.95,LONG,0.5546426355838776,10555.999999999949,9533.67064999995,0.006195263786567381,0.005595263786567381,True,0,2024,5,3
271,48983.95,50979.95,LONG,0.5665965378284454,69860.0,68831.33705,0.040748040939940534,0.04014804093994053,True,0,2024,5,4
272,50979.95,46928.6,LONG,0.5691800713539124,-141797.24999999994,-142867.82894999994,-0.07946947770643162,-0.08006947770643162,False,0,2024,6,0
273,46928.6,49054.6,LONG,0.49842853546142585,74410.0,73424.4994,0.04530286435137635,0.04470286435137635,True,0,2024,6,1
274,49054.6,49291.9,LONG,0.5596559405326844,8305.500000000102,7275.353400000102,0.004837466822683355,0.004237466822683355,True,0,2024,6,2
275,49291.9,49803.2,LONG,0.5459718465805055,17895.499999999847,16860.370099999847,0.010372901024306136,0.009772901024306136,True,0,2024,6,3
276,49803.2,49780.9,LONG,0.6696934401988983,-780.4999999998472,-1826.3671999998471,-0.0004477623927778865,-0.0010477623927778864,False,0,2024,6,4
277,49780.9,49705.75,LONG,0.6142503619194032,-2630.250000000051,-3675.648900000051,-0.0015096151335150922,-0.0021096151335150922,False,0,2024,6,0
278,49705.75,49895.1,LONG,0.596654349565506,6627.249999999949,5583.429249999949,0.0038094184274454876,0.0032094184274454878,True,0,2024,6,1
279,49895.1,49846.7,LONG,0.5544722318649292,-1694.000000000051,-2741.7971000000507,-0.0009700351337105539,-0.001570035133710554,False,0,2024,6,2
280,49846.7,50002.0,LONG,0.552895474433899,5435.500000000102,4388.7193000001025,0.0031155522833006583,0.0025155522833006584,True,0,2024,6,3
281,50002.0,50440.9,LONG,0.6489786922931672,15361.500000000051,14311.458000000051,0.008777648894044268,0.008177648894044268,True,0,2024,6,4
282,50440.9,51398.05,LONG,0.4630416810512543,33500.25000000005,32440.99110000005,0.018975672519721126,0.018375672519721126,True,0,2024,6,1
283,51398.05,51783.25,LONG,0.5194529891014099,13481.999999999898,12402.640949999899,0.007494447746558421,0.006894447746558422,True,0,2024,6,2
284,51783.25,51661.45,LONG,0.5379824697971344,-4263.000000000102,-5350.448250000101,-0.0023521119280849098,-0.0029521119280849096,False,0,2024,6,3
285,51661.45,51703.95,LONG,0.5883342444896699,1487.5,402.6095500000001,0.0008226637076582249,0.000222663707658225,True,0,2024,6,4
286,51703.95,52606.0,LONG,0.5378474056720733,31571.750000000102,30485.9670500001,0.01744644267991136,0.01684644267991136,True,0,2024,6,0
287,52606.0,52870.5,LONG,0.6073282182216645,9257.5,8152.774,0.005027943580580162,0.004427943580580162,True,0,2024,6,1
288,52870.5,52811.3,LONG,0.5481484413146973,-2071.999999999898,-3182.280499999898,-0.0011197170444765434,-0.0017197170444765435,False,0,2024,6,2
289,52811.3,52342.25,LONG,0.5658174693584442,-16416.750000000102,-17525.787300000102,-0.008881621925610672,-0.009481621925610672,False,0,2024,6,3
290,52342.25,52574.75,LONG,0.570771211385727,8137.5,7038.31275,0.0044419183355702135,0.0038419183355702137,True,0,2024,6,4
291,52574.75,52168.1,LONG,0.6268850266933442,-14232.750000000051,-15336.819750000051,-0.0077347015439921535,-0.008334701543992153,False,0,2024,7,0
292,52168.1,53089.25,LONG,0.6172985196113587,32240.25000000005,31144.71990000005,0.017657342322223765,0.017057342322223765,True,0,2024,7,1
293,53089.25,53103.7,LONG,0.607345724105835,505.74999999989814,-609.1242500001017,0.0002721831632580436,-0.00032781683674195636,False,0,2024,7,2
294,53103.7,52660.35,LONG,0.6222627580165863,-15517.249999999949,-16632.42769999995,-0.008348759126011908,-0.008948759126011908,False,0,2024,7,3
295,52660.35,52425.8,LONG,0.5211050271987916,-8209.249999999847,-9315.117349999848,-0.004454015212583958,-0.005054015212583958,False,0,2024,7,4
296,52425.8,52568.8,LONG,0.6113829374313354,5005.0,3904.0582000000004,0.0027276646231435666,0.0021276646231435667,True,0,2024,7,0
297,52568.8,52189.3,LONG,0.6596827805042268,-13282.5,-14386.4448,-0.007219110955547777,-0.007819110955547777,False,0,2024,7,1
298,52189.3,52270.65,LONG,0.5773191094398499,2847.249999999949,1751.2746999999492,0.001558748632382472,0.000958748632382472,True,0,2024,7,2
299,52270.65,52278.9,LONG,0.6010133445262908,288.75,-808.93365,0.00015783235907722594,-0.000442167640922774,False,0,2024,7,3
300,52278.9,52455.9,LONG,0.6224309802055359,6195.0,5097.1431,0.003385687151030339,0.002785687151030339,True,0,2024,7,4
301,52455.9,52396.8,LONG,0.5235628306865692,-2068.499999999949,-3170.0738999999494,-0.0011266606806860343,-0.001726660680686034,False,0,2024,7,0
302,52396.8,52620.7,LONG,0.5660892844200135,7836.499999999796,6736.167199999796,0.004273161719799571,0.003673161719799571,True,0,2024,7,1
303,52620.7,52265.6,LONG,0.6363275647163391,-12428.499999999949,-13533.53469999995,-0.006748294872550129,-0.0073482948725501285,False,0,2024,7,3
304,52265.6,52280.4,LONG,0.5600306987762451,518.0000000001019,-579.577599999898,0.0002831690442662652,-0.00031683095573373476,False,0,2024,7,4
305,52280.4,51778.3,LONG,0.6224913835525513,-17573.49999999995,-18671.38839999995,-0.009603981606873676,-0.010203981606873675,False,0,2024,7,0
306,51778.3,51317.0,LONG,0.546298885345459,-16145.500000000102,-17232.844300000103,-0.008909137611702256,-0.009509137611702256,False,0,2024,7,1
307,51317.0,50888.75,LONG,0.5710946559906006,-14988.75,-16066.407,-0.008345187754545277,-0.008945187754545277,False,0,2024,7,2
308,50888.75,51295.95,LONG,0.5213660299777985,14251.999999999898,13183.336249999898,0.008001768563778775,0.007401768563778775,True,0,2024,7,3
309,51295.95,51406.25,LONG,0.623408192396164,3860.500000000102,2783.2850500001023,0.0021502672238257197,0.0015502672238257198,True,0,2024,7,4
310,51406.25,51499.3,LONG,0.607447761297226,3256.750000000102,2177.218750000102,0.001810091185410391,0.001210091185410391,True,0,2024,7,0
311,51499.3,51553.4,LONG,0.6343858301639558,1893.499999999949,812.014699999949,0.0010504997155300856,0.00045049971553008563,True,0,2024,7,1
312,51553.4,51564.0,LONG,0.5699001610279084,370.99999999994907,-711.6214000000509,0.0002056120449863354,-0.00039438795501366456,False,0,2024,7,2
313,51564.0,51350.15,LONG,0.6224655270576477,-7484.749999999949,-8567.593999999948,-0.004147273291443615,-0.004747273291443615,False,0,2024,8,3
314,51350.15,50092.1,LONG,0.4958142399787903,-44031.7500000001,-45110.103150000105,-0.024499441579041208,-0.025099441579041207,False,0,2024,8,4
315,50092.1,49748.3,LONG,0.5476048290729523,-12032.999999999847,-13084.934099999848,-0.0068633576951254915,-0.007463357695125491,False,0,2024,8,0
316,49748.3,50119.0,LONG,0.6541346788406373,12974.499999999898,11929.785699999898,0.0074515109059002434,0.006851510905900244,True,0,2024,8,1
317,50119.0,50156.7,LONG,0.5450420022010803,1319.4999999998981,267.00099999989834,0.0007522097408167978,0.00015220974081679782,True,0,2024,8,2
318,50156.7,50484.5,LONG,0.5382961988449096,11473.000000000102,10419.709300000102,0.006535517687567223,0.005935517687567223,True,0,2024,8,3
319,50484.5,50577.95,LONG,0.5196470081806183,3270.749999999898,2210.575499999898,0.001851063197615052,0.001251063197615052,True,0,2024,8,4
320,50577.95,49831.85,LONG,0.6347585439682008,-26113.49999999995,-27175.63694999995,-0.014751487555347708,-0.015351487555347708,False,0,2024,8,0
321,49831.85,49727.3,LONG,0.555578488111496,-3659.249999999847,-4705.718849999847,-0.0020980557615259245,-0.0026980557615259243,False,0,2024,8,1
322,49727.3,50516.9,LONG,0.5849352896213532,27635.99999999995,26591.72669999995,0.01587860189473385,0.015278601894733849,True,0,2024,8,2
323,50516.9,50368.35,LONG,0.6571987211704254,-5199.250000000102,-6260.104900000102,-0.00294060007641013,-0.00354060007641013,False,0,2024,8,4
324,50368.35,50803.15,LONG,0.6266450703144073,15218.000000000102,14160.264650000103,0.008632405071835844,0.008032405071835844,True,0,2024,8,0
325,50803.15,50685.55,LONG,0.49706584811210636,-4115.999999999949,-5182.866149999949,-0.002314817093034557,-0.0029148170930345567,False,0,2024,8,1
326,50685.55,50985.7,LONG,0.6156726360321045,10505.249999999796,9440.853449999797,0.005921806116338762,0.0053218061163387625,True,0,2024,8,2
327,50985.7,50933.45,LONG,0.4422989130020142,-1828.75,-2899.4497,-0.001024797149004525,-0.0016247971490045247,False,0,2024,8,3
328,50933.45,51148.1,LONG,0.5531982481479645,7512.750000000051,6443.147550000051,0.004214322807506687,0.003614322807506687,True,0,2024,8,4
329,51148.1,51278.75,LONG,0.6365814924240112,4572.750000000051,3498.639900000051,0.0025543470822963405,0.0019543470822963407,True,0,2024,8,0
330,51278.75,51143.85,LONG,0.6081983149051666,-4721.500000000051,-5798.353750000051,-0.0026307193525583494,-0.0032307193525583492,False,0,2024,8,1
331,51143.85,51152.75,LONG,0.6282671332359315,311.50000000005093,-762.520849999949,0.00017401896806754782,-0.0004259810319324521,False,0,2024,8,2
332,51152.75,51351.0,LONG,0.6227113246917725,6938.75,5864.54225,0.0038756469593521363,0.0032756469593521365,True,0,2024,8,3
333,51351.0,51439.55,LONG,0.6215997457504273,3099.250000000102,2020.879000000102,0.0017244065354131938,0.001124406535413194,True,0,2024,8,4
334,51439.55,51689.1,LONG,0.6161422789096833,8734.249999999847,7654.019449999847,0.004851325487878405,0.0042513254878784055,True,0,2024,9,0
335,51689.1,51400.25,LONG,0.5464216470718384,-10109.749999999949,-11195.221099999948,-0.0055882187927435096,-0.006188218792743509,False,0,2024,9,1
336,51400.25,51473.05,LONG,0.566989290714264,2548.000000000102,1468.5947500001018,0.001416335523659961,0.000816335523659961,True,0,2024,9,2
337,51473.05,50576.85,LONG,0.5986385464668273,-31367.000000000153,-32447.934050000153,-0.01741105296849525,-0.01801105296849525,False,0,2024,9,3
338,50576.85,51117.8,LONG,0.4468960762023926,18933.250000000153,17871.13615000015,0.010695604807337831,0.010095604807337831,True,0,2024,9,4
339,51117.8,51272.3,LONG,0.6366087377071381,5407.5,4334.0262,0.0030224305427854876,0.0024224305427854877,True,0,2024,9,0
340,51272.3,51010.0,LONG,0.6396654844284058,-9180.500000000102,-10257.218300000102,-0.005115822773700476,-0.005715822773700476,False,0,2024,9,1
341,51010.0,51772.4,LONG,0.5349742472171783,26684.00000000005,25612.79000000005,0.014946089002156469,0.014346089002156469,True,0,2024,9,2
342,51772.4,51938.05,LONG,0.5039856553077698,5797.750000000051,4710.529600000051,0.00319958124406057,0.00259958124406057,True,0,2024,9,3
343,51938.05,52153.15,LONG,0.4752202033996582,7528.499999999949,6437.800949999949,0.004141472388740019,0.003541472388740019,True,0,2024,9,4
344,52153.15,52188.65,LONG,0.6365218937397004,1242.5,147.28385000000003,0.0006806875519503615,8.068755195036158e-05,True,0,2024,9,0
345,52188.65,52750.4,LONG,0.505293869972229,19661.25,18565.28835,0.010763834665200192,0.010163834665200192,True,0,2024,9,1
346,52750.4,53037.6,LONG,0.6365720331668854,10051.999999999898,8944.241599999898,0.005444508477660778,0.004844508477660778,True,0,2024,9,2
347,53037.6,53793.2,LONG,0.5052019774913789,26445.99999999995,25332.21039999995,0.01424649682489401,0.01364649682489401,True,0,2024,9,3
348,53793.2,54105.8,LONG,0.5482568562030793,10941.000000000204,9811.342800000204,0.0058111434158965415,0.005211143415896542,True,0,2024,9,4
349,54105.8,53968.6,LONG,0.44202498793601996,-4802.000000000153,-5938.221800000152,-0.002535772504981062,-0.003135772504981062,False,0,2024,9,0
350,53968.6,54101.65,LONG,0.5932298302650452,4656.750000000102,3523.4094000001023,0.002465322428226838,0.001865322428226838,True,0,2024,9,1
351,54101.65,54375.35,LONG,0.608513903617859,9579.499999999898,8443.365349999898,0.005058995428050662,0.004458995428050662,True,0,2024,9,2
352,54375.35,53834.3,LONG,0.5483250021934509,-18936.749999999847,-20078.632349999847,-0.009950280779801797,-0.010550280779801796,False,0,2024,9,3
353,53834.3,52978.1,LONG,0.5810414612293244,-29967.000000000153,-31097.520300000153,-0.015904358373750645,-0.016504358373750645,False,0,2024,9,4
354,52978.1,52922.6,LONG,0.5755145490169525,-1942.5,-3055.0401,-0.0010476026886581437,-0.0016476026886581437,False,0,2024,9,0
355,52922.6,51845.2,LONG,0.5661305665969849,-37709.00000000005,-38820.374600000054,-0.020358032296221303,-0.020958032296221302,False,0,2024,10,1
356,51845.2,51462.05,LONG,0.43630759119987494,-13410.249999999796,-14498.999199999796,-0.007390269494572192,-0.007990269494572192,False,0,2024,10,3
357,51462.05,50478.9,LONG,0.5674984455108643,-34410.25000000005,-35490.95305000005,-0.019104369141921113,-0.019704369141921113,False,0,2024,10,4
358,50478.9,51021.0,LONG,0.5111758947372437,18973.49999999995,17913.44309999995,0.010739140512174365,0.010139140512174365,True,0,2024,10,0
359,51021.0,51007.0,LONG,0.6362894594669342,-490.0,-1561.4409999999998,-0.00027439681699692285,-0.0008743968169969227,False,0,2024,10,1
360,51007.0,51530.9,LONG,0.6077125847339631,18336.50000000005,17265.35300000005,0.010271139255396347,0.009671139255396347,True,0,2024,10,2
361,51530.9,51172.3,LONG,0.6206478834152223,-12550.999999999949,-13633.14889999995,-0.006958931437254124,-0.007558931437254124,False,0,2024,10,3
362,51172.3,51816.9,LONG,0.6173036098480225,22560.99999999995,21486.38169999995,0.012596658739200671,0.011996658739200671,True,0,2024,10,4
363,51816.9,51906.0,LONG,0.47593257427215574,3118.499999999949,2030.345099999949,0.0017195162196117202,0.0011195162196117204,True,0,2024,10,0
364,51906.0,51801.05,LONG,0.616266131401062,-3673.249999999898,-4763.275999999898,-0.00202192424767844,-0.0026219242476784397,False,0,2024,10,1
365,51801.05,51288.8,LONG,0.5848857343196869,-17928.75,-19016.57205,-0.009888795690434845,-0.010488795690434845,False,0,2024,10,2
366,51288.8,52094.2,LONG,0.5798699259757996,28188.999999999796,27111.935199999796,0.015703233454477276,0.015103233454477276,True,0,2024,10,3
367,52094.2,51962.7,LONG,0.6571699917316437,-4602.5,-5696.4782,-0.002524273335611258,-0.003124273335611258,False,0,2024,10,4
368,51962.7,51257.15,LONG,0.5935150027275086,-24694.249999999847,-25785.466699999848,-0.013578008840956987,-0.014178008840956987,False,0,2024,10,0
369,51257.15,51239.0,LONG,0.5947620928287507,-635.2500000000509,-1711.6501500000509,-0.00035409694062197086,-0.0009540969406219708,False,0,2024,10,1
370,51239.0,51531.15,LONG,0.6143874466419221,10225.250000000051,9149.23100000005,0.005701711586877212,0.005101711586877212,True,0,2024,10,2
371,51531.15,50787.45,LONG,0.5450773239135742,-26029.500000000153,-27111.65415000015,-0.014432047412099368,-0.015032047412099368,False,0,2024,10,3
372,50787.45,51259.3,LONG,0.5552050530910492,16514.750000000204,15448.213550000204,0.009290681063924371,0.008690681063924371,True,0,2024,10,4
373,51259.3,52320.7,LONG,0.6443095624446868,37148.999999999796,36072.5546999998,0.020706486432705756,0.020106486432705756,True,0,2024,10,0
374,52320.7,51807.5,LONG,0.5058122456073761,-17961.999999999898,-19060.7346999999,-0.009808737268423342,-0.010408737268423342,False,0,2024,10,1
375,51807.5,51475.35,LONG,0.5792142808437348,-11625.250000000051,-12713.207500000051,-0.006411233894706393,-0.007011233894706393,False,0,2024,10,2
376,51475.35,51673.9,LONG,0.6135185360908509,6949.250000000102,5868.267650000102,0.0038571860123341154,0.0032571860123341155,True,0,2024,10,3
377,51673.9,51215.25,LONG,0.6214785695075989,-16052.750000000051,-17137.90190000005,-0.00887585415461193,-0.00947585415461193,False,0,2024,11,4
378,51215.25,52207.25,LONG,0.5707392036914826,34720.0,33644.47975,0.019369230844328594,0.018769230844328594,True,0,2024,11,0
379,52207.25,52317.4,LONG,0.45668447613716123,3855.250000000051,2758.897750000051,0.0021098602205632637,0.0015098602205632639,True,0,2024,11,1
380,52317.4,51916.5,LONG,0.6073958396911622,-14031.500000000051,-15130.16540000005,-0.007662842572452023,-0.008262842572452023,False,0,2024,11,2
381,51916.5,51561.2,LONG,0.6088304400444031,-12435.500000000102,-13525.746500000101,-0.006843681681161152,-0.0074436816811611515,False,0,2024,11,3
382,51561.2,51876.75,LONG,0.6539015889167786,11044.250000000102,9961.464800000102,0.00611991187171755,0.00551991187171755,True,0,2024,11,4
383,51876.75,51157.8,LONG,0.5664810538291931,-25163.249999999898,-26252.661749999897,-0.013858809582327287,-0.014458809582327287,False,0,2024,11,0
384,51157.8,50088.35,LONG,0.576896357536316,-37430.75000000015,-38505.06380000015,-0.020904925544100887,-0.021504925544100887,False,0,2024,11,1
385,50088.35,50179.55,LONG,0.4955802381038666,3192.000000000153,2140.144650000153,0.001820782677009811,0.0012207826770098112,True,0,2024,11,2
386,50179.55,50363.8,LONG,0.6349115252494812,6448.75,5394.97945,0.0036718145140799386,0.0030718145140799387,True,0,2024,11,3
