Date,close,open,high,low,volume
24-03-2021,33293.25,33894.7,33970.65,33203.4,345.48
23-03-2021,34184.4,33747.95,34360.05,33622,365.2
22-03-2021,33603.45,34088.4,34148.9,33389.15,298.86
19-03-2021,34161.6,33590.4,34355.4,33361,457.21
18-03-2021,33856.8,34577.5,34759.85,33597.55,365.8
17-03-2021,34229.25,34905.05,35100.5,34126.85,294.34
16-03-2021,34804.6,35352,35405.05,34744.6,311.78
15-03-2021,35182.55,35544.25,35544.25,34430.65,353.01
12-03-2021,35496.65,36497.35,36497.35,35188.05,273.64
10-03-2021,35938.3,36112.25,36176.9,35764.35,210.56
09-03-2021,35865.65,35705.9,36077.8,35544.95,276.56
08-03-2021,35275.75,35462.45,35827.3,35090.75,300.22
05-03-2021,35228.15,35458.5,35616.05,34893.25,479.02
04-03-2021,35802.5,35575.65,36316.4,35519.25,518.58
03-03-2021,36368.05,35754.45,36455.15,35570.55,526.96
02-03-2021,35419.7,35458.15,35747.05,35002.45,313.57
01-03-2021,35296,35374.25,35581.1,34983.75,321.45
26-02-2021,34803.6,35806.65,35902.9,34658.7,583.01
25-02-2021,36549,36763.15,37232.2,36494,455.94
24-02-2021,36452.3,35205.4,36567.65,35060.65,272.88
23-02-2021,35116.95,35540.55,35680.85,34976,495.06
22-02-2021,35257.2,35874.3,36128.9,35097.55,558.74
19-02-2021,35841.6,36371.55,36656.2,35584.6,1060
18-02-2021,36587,37088.75,37108.75,36367.45,860.33
17-02-2021,36910.95,37041.95,37331.45,36764.25,850.49
16-02-2021,37098.4,37492.6,37708.75,36762.75,498.42
15-02-2021,37306.25,36501.4,37449.9,36405.1,395.96
12-02-2021,36108.9,35736.6,36322.8,35700.25,400.61
11-02-2021,35752.1,35687.25,36009.45,35573.3,397.93
10-02-2021,35783.1,36042.35,36227.2,35428.15,454.61
09-02-2021,36056.5,36058.8,36477.15,35636.85,692.48
08-02-2021,35983.65,36073.85,36466.45,35872.25,448.65
05-02-2021,35654.5,35634.95,36615.2,35545,929.58
04-02-2021,35344.8,34548.9,35413.15,34238.9,829.67
03-02-2021,34758.45,34555.6,34908.05,34011.9,605.2
02-02-2021,34267.9,33589.05,34652.5,33583.15,672.2
01-02-2021,33089.05,30976.35,33305.3,30906.45,724.6
29-01-2021,30565.5,30700.65,31111.95,30254.55,491.24
28-01-2021,30358.3,29812.3,30464.4,29687.7,616.6
27-01-2021,30284.55,31236.25,31287.05,30165.65,374.96
25-01-2021,31198.4,31507.15,31697.55,31013.65,354.69
22-01-2021,31167.25,32088,32131.4,31119.9,447.19
21-01-2021,32186.9,32732.8,32842.3,31985.55,429.69
20-01-2021,32543.7,32388.95,32607.45,32322.9,463.37
19-01-2021,32424.85,32082.9,32464.95,31863.95,354.8
18-01-2021,31811.75,32275.15,32441.5,31650.9,396.84
15-01-2021,32246.8,32508.9,32544.8,32044.35,441.55
14-01-2021,32519.75,32526.7,32718.95,32442.35,418.77
13-01-2021,32574.65,32546.6,32683.5,32148.25,631.81
12-01-2021,32339,31835.05,32397.95,31725.85,518.13
11-01-2021,31998.9,32280.3,32288.45,31836.95,262.15
08-01-2021,32084.2,32298.05,32298.05,32002.95,320.08
07-01-2021,31956,32129.8,32177.4,31911.5,503.48
06-01-2021,31797.9,31839.95,31982.3,31548.15,546.15
05-01-2021,31722.25,31041.1,31767.65,30935.55,427.04
04-01-2021,31212.45,31485.15,31489.6,30893.65,455.78
01-01-2021,31225.85,31297.3,31384.35,31188.25,362.82
31-12-2020,31264.05,31295.9,31409.5,31088.1,364.12
30-12-2020,31303.05,31479.8,31510.25,31007.15,267.8
29-12-2020,31322.5,31006.9,31359.35,31002.6,389.22
28-12-2020,30880.95,30558.85,30929.05,30538.15,317.21
24-12-2020,30402.2,30071.65,30545.85,30007.8,300.01
23-12-2020,29883.3,29560.75,29941.4,29446,379.38
22-12-2020,29625.95,29607.5,29711.15,28976.75,464.42
21-12-2020,29456.45,30595.8,30607.5,29201.2,390.94
18-12-2020,30714.65,30841.85,30854.05,30374.5,278.14
17-12-2020,30847.05,30791.2,30945.2,30643.9,260.66
16-12-2020,30698.4,30920.35,30932.25,30587.1,380.59
15-12-2020,30691.05,30805.4,30805.85,30345.75,279.37
14-12-2020,30745.9,30735.15,30845.8,30624.25,269.04
11-12-2020,30604.85,30555.3,30811.8,30328.45,409.94
10-12-2020,30510.35,30545.35,30610,30202.1,335.77
09-12-2020,30709.4,30335.05,30807.25,30326.7,542.52
08-12-2020,30261.9,30300.3,30363.8,30025.2,586.85
07-12-2020,30211.55,30062.6,30354.2,29950.6,431.76
04-12-2020,30052.4,29573.4,30162.3,29473.5,466.91
03-12-2020,29448.75,29728.9,29813,29379.4,419.24
02-12-2020,29463.15,29876.7,29886.25,29149.9,374.28
01-12-2020,29817.85,29844.8,29919.75,29511,325.61
27-11-2020,29609.05,29622,29716.85,29368.7,494.4
26-11-2020,29549.75,29370.4,29623,28923.1,369.37
25-11-2020,29196.4,30021.9,30197.85,29132.3,546.08
24-11-2020,29737.25,29265.6,29827.8,29206.75,348.06
23-11-2020,29024.2,29432.8,29492.3,28852.9,395.63
20-11-2020,29236,28935.75,29406.7,28580.9,320.01
19-11-2020,28903.05,29302.6,29627.2,28819.55,358.6
18-11-2020,29749.85,29107.9,29784.75,29056.75,487.62
17-11-2020,29181.3,28792.25,29239.25,28722.9,317.31
14-11-2020,28594.3,28685.7,28752.45,28431.85,43.67
13-11-2020,28465.7,28108.7,28520.55,27703.3,330.89
12-11-2020,28278.8,28633.75,28672.9,28066.05,308.96
11-11-2020,28845,28713.15,29030.9,28211.1,497.51
10-11-2020,28606,28039.45,28802.5,27916.9,595.8
09-11-2020,27534.1,27088.95,27595,27068.95,365.12
06-11-2020,26798.95,26274.1,26853.45,26135.3,357.69
05-11-2020,26313.1,26174.8,26375.2,26000.05,385.31
04-11-2020,25771.6,25539.55,25891,25142,409.25
03-11-2020,25682.8,25108,25760.7,25085.7,407.59
02-11-2020,24892.5,24367.6,25139,24120.6,437.22
30-10-2020,23900.9,24090.15,24277.35,23612.7,271.82
29-10-2020,24092,24063.5,24339.1,23822.05,340.55
28-10-2020,24232.5,24737.85,24780.7,24057.95,272.72
27-10-2020,24769.5,24288.05,24809.65,23924.2,299.01
26-10-2020,24075.45,24525.8,24577.3,23867.75,260.45
23-10-2020,24478.3,24669.2,24764.15,24360.85,196.85
22-10-2020,24484.15,24447.35,24691.15,24250.2,241.41
21-10-2020,24635.05,24444.2,24823.6,24099.85,335.66
20-10-2020,24311.8,24117.35,24410.9,24039.85,254.15
19-10-2020,24266.75,23902.9,24320.95,23754.85,388.15
16-10-2020,23533.25,23219.85,23646.2,23148.95,229.44
15-10-2020,23072.4,23920.35,24087.85,22970.95,270.33
14-10-2020,23874.65,23353.15,23962.7,23149.45,225.36
13-10-2020,23492.2,23663.05,23775.15,23431.5,190.83
12-10-2020,23712.8,23955.6,24190.35,23552.6,280.7
09-10-2020,23846.8,23312.6,23904.1,23132.45,350.98
08-10-2020,23191.35,23150.25,23450.9,23063.6,280.14
07-10-2020,22964.8,22836.95,23036.2,22607.8,236.1
06-10-2020,22853.7,22673.05,22893.5,22521.05,247.98
05-10-2020,22370.95,22352.1,22768.55,22247.25,325.42
01-10-2020,22246,21685.25,22293.75,21664.15,348.73
30-09-2020,21451.8,21405.25,21549.35,21128.5,240.05
29-09-2020,21411.3,21770.9,21811.5,21280.6,242.99
28-09-2020,21665.5,21152.05,21708.85,21055.1,240.22
25-09-2020,20982.35,20740.8,21064.3,20430.7,280.65
24-09-2020,20456.85,20898.8,20955.6,20404.9,276.42
23-09-2020,21178.5,21350.8,21365.05,20821,299.2
22-09-2020,21139.1,21445.25,21473.35,20958.45,325.4
21-09-2020,21366.8,21983.4,22098.85,21274.3,283.52
18-09-2020,22031.05,22439.35,22469.4,21784.9,320.59
17-09-2020,22320.35,22352,22504.45,22267.05,216.41
16-09-2020,22573.55,22476.3,22659.4,22216.5,245.86
15-09-2020,22465.65,22202.8,22514.15,22062.35,248.83
14-09-2020,22101.25,22683.35,22757.3,22028.15,265.4
11-09-2020,22479.95,22509.95,22668.75,22205.95,214.79
10-09-2020,22466.2,22466.55,22678.65,22225.25,278.55
09-09-2020,22267,22486.7,22554.6,22080.4,305.09
08-09-2020,22744.4,22971.2,23064.15,22641.4,231.45
07-09-2020,22945.05,23036.25,23109.1,22716.25,245.26
04-09-2020,23011.5,23119.15,23394.8,22876.9,341.04
03-09-2020,23530.85,23986.15,24051.6,23451.65,214.82
02-09-2020,23874.55,23769,23926.15,23482.55,293.51
01-09-2020,23812,23893.8,24199.65,23473.15,484.33
31-08-2020,23754.35,25038.8,25232.6,23385.3,712.98
28-08-2020,24523.8,23635.3,24611.8,23599.2,812.65
27-08-2020,23600.35,23511.45,23704.05,23464.15,430.93
26-08-2020,23414.2,23175.55,23453.4,23093.15,337.92
25-08-2020,23092.15,22973.4,23180.3,22857.9,422.19
24-08-2020,22833,22436.85,22897.5,22410.05,346.27
21-08-2020,22299.6,22190.7,22344.05,22165.05,347.08
20-08-2020,21999.45,21989.9,22079.9,21886.7,314.84
19-08-2020,22285.9,22315.4,22419.35,22234.25,348.01
18-08-2020,22170.6,21702,22227.75,21629.4,311.81
17-08-2020,21700.85,21906.95,21909.4,21403.15,263.36
14-08-2020,21679.4,22334.95,22334.95,21459.1,318.84
13-08-2020,22196.35,22395.2,22439.95,22139.6,289.1
12-08-2020,22264,22135.95,22326.55,21990.2,507.47
11-08-2020,22227.2,22050.2,22277.6,22039.85,377.91
10-08-2020,21900.25,21824.9,22071.95,21795.1,261.8
07-08-2020,21754,21620.25,21787.25,21451.3,378.62
06-08-2020,21642.6,21644.25,21926.55,21370.3,386.6
05-08-2020,21509.95,21686.85,21936.5,21448.4,338.83
04-08-2020,21490.5,21248.25,21576.35,21057.75,297.02
03-08-2020,21072.1,21543.8,21543.8,21031.45,431.03
31-07-2020,21640.05,21730.55,21806.95,21375,397.34
30-07-2020,21646.85,22195.05,22252.6,21580.15,299.57
29-07-2020,22076.6,22075,22346.4,21906.35,400.36
28-07-2020,22105.2,21940.15,22233,21611.4,379.78
27-07-2020,21848.75,22664.6,22668.05,21801.35,340.89
24-07-2020,22662.05,22853.2,22854.05,22417.2,436.26
23-07-2020,23083.9,22854.85,23122.35,22734.9,307.58
22-07-2020,22882.6,23159,23211.35,22658.2,412.72
21-07-2020,22782,22639.85,22861.9,22597.95,316.65
20-07-2020,22321.85,22307.3,22520.45,22187.8,349.65
17-07-2020,21966.8,21608.05,22065,21550.8,294.92
16-07-2020,21597.15,21453.25,21671.25,21027.85,348.56
15-07-2020,21340.75,21634.25,21935.5,21230.55,359.14
14-07-2020,21392.2,21877.6,21909.7,21222.45,338.5
13-07-2020,22089.25,22613.25,22657.4,21981.65,293.7
10-07-2020,22398.45,22720.95,22835.2,22320.05,457.1
09-07-2020,22907.2,22753.15,22998.3,22673.4,355.98
08-07-2020,22584.65,22700.9,23080.6,22499.5,673.13
07-07-2020,22628,22254.3,22674.5,22040.35,455.77
06-07-2020,22198.95,22270.95,22399.25,22171.05,290.92
03-07-2020,21852.4,22101.75,22130.3,21768,256.18
02-07-2020,21953.2,22133.8,22344.85,21890.5,398.99
01-07-2020,21977.6,21354.1,22061.6,21281.85,385.96
30-06-2020,21370.15,21524.3,21650.5,21212,292.66
29-06-2020,21359,21291.55,21440.05,21026.45,328
26-06-2020,21592.05,21735.05,21784.65,21320.1,375.59
25-06-2020,21506.15,21218.05,21703.5,20926.45,586.18
24-06-2020,21426.8,22479.35,22479.55,21336.35,684.57
23-06-2020,22264.9,21859.25,22322.3,21647.8,527.94
22-06-2020,21708.35,21491.55,22078.25,21425.55,664.61
19-06-2020,21338.1,20970.1,21467.65,20878.25,523.37
18-06-2020,20956.3,20137.6,21028.35,20030.35,362.84
17-06-2020,20201.75,20137.45,20627.9,19978.15,453.53
16-06-2020,20296.7,20500.65,20638.85,19507.05,552.45
15-06-2020,19912.9,20457.15,20470.85,19740.2,465.01
12-06-2020,20654.55,19529.3,20747.7,19526.1,599.19
11-06-2020,20525.15,21084.7,21244.45,20458.3,747.07
10-06-2020,21100.1,20760.95,21251.45,20671.55,582.99
09-06-2020,20724.9,21295.5,21568.85,20629.7,641.25
08-06-2020,21187.35,21636.1,21807.4,20911.25,748.11
05-06-2020,21034.5,20516.4,21198.7,20425.05,637.45
04-06-2020,20390.45,20932.35,21141.8,20316.2,587.86
03-06-2020,20940.7,20966.6,21619.55,20822,616.87
02-06-2020,20530.2,20120.6,20615.75,19852.55,448.32
01-06-2020,19959.9,19728.9,20225.35,19632.9,558.07
29-05-2020,19297.25,18962,19358.05,18729.9,581.73
28-05-2020,19169.8,18924.45,19455.55,18818.95,561.12
27-05-2020,18710.55,17603.4,18874.25,17560.35,538
26-05-2020,17440.35,17537.65,17681.7,17311.25,336.76
22-05-2020,17278.9,17554.25,17952.25,17105,484.79
21-05-2020,17735.1,17901.95,18200.7,17658.55,347.58
20-05-2020,17840.2,17486.5,18002.65,17407.7,326.23
19-05-2020,17486.25,18037.15,18175.3,17390.65,415.47
18-05-2020,17573.2,18795.1,18795.1,17514.2,434.76
15-05-2020,18833.95,19098.8,19119.1,18683.65,240.59
14-05-2020,19068.5,19197.7,19380.1,19024.75,333.04
13-05-2020,19634.95,20017.75,20122.25,19429.9,520.83
12-05-2020,18862.85,18751.4,18993.4,18287,395.41
11-05-2020,18950.5,19610.45,19733.4,18900.9,342.56
08-05-2020,19352.9,19844,19969.6,19285.05,330.61
07-05-2020,19491.8,19536.05,19757.25,19332.15,300.14
06-05-2020,19694.55,19302.45,19806.6,18941,395.56
05-05-2020,19271.75,20147.3,20223.15,19212.35,381.27
04-05-2020,19743.75,20514.75,20530.45,19643.6,328.8
30-04-2020,21534.5,21589.2,21967,21353.65,471.51
29-04-2020,21090.2,20440.4,21348.15,20393.65,400.63
28-04-2020,20671.1,20436.6,20751.3,20260.8,367.77
27-04-2020,20081.15,19870.8,20224.75,19847.65,299.86
24-04-2020,19586.65,19697.65,19950.15,19515.4,305.74
23-04-2020,20267.95,19871.35,20356.5,19584.4,325.38
22-04-2020,19701.85,19306.95,19806.35,19051.95,349.36
21-04-2020,19409.35,19812.05,19891.45,19247.95,311.92
20-04-2020,20522.65,21104.7,21122.1,20444.25,438.64
17-04-2020,20681.45,20394.75,20866.55,19729.3,475.04
16-04-2020,19400,18957.15,19520.3,18703.45,350.28
15-04-2020,19057.05,20096.35,20184.1,18776.75,389.86
13-04-2020,19488,19854.9,19887.05,19294,288.21
09-04-2020,19913.6,19553.15,19988.3,19166.9,389.99
08-04-2020,18946.45,18799.4,20324.1,18482.9,508.44
07-04-2020,19062.5,18454.55,19190.55,17953.75,435.42
03-04-2020,17249.3,18325.05,18326.1,17143.2,342.53
01-04-2020,18208.35,19122.4,19154.75,18042.25,274.86
31-03-2020,19144,19307.65,19466.3,18792.4,309.81
30-03-2020,18782.4,19254.45,19716.25,18668.7,326.99
27-03-2020,19969,20801.6,21462.4,19580.1,539.42
26-03-2020,19613.9,18781.85,20409.35,18364.5,482.88
25-03-2020,18481.05,16759.95,18740.2,16635.5,394.56
24-03-2020,17107.3,17705.85,17841.4,16116.25,391.7
23-03-2020,16917.65,18311.3,18895.65,16791.05,307.64
20-03-2020,20317.6,19898.3,20924.55,19265,501.77
19-03-2020,20083.5,19428.95,21035.05,18675.65,476.62
18-03-2020,20580.2,22411.85,22544.05,20267.95,875.29
17-03-2020,22155.15,23348.05,23449.5,22002,537.69
16-03-2020,23101.15,24061.6,24074.15,23008.25,481.91
13-03-2020,25166.45,22720.75,25670.75,21351.7,783.39
12-03-2020,23971.15,25175.9,25223.1,23536.35,760.58
11-03-2020,26487.8,26272.75,26791.45,26234.1,723.29
09-03-2020,26462.6,27031.45,27091.6,25923.4,1060
06-03-2020,27801.45,27649.95,28047.2,27162.3,1570
05-03-2020,28815.35,28830.3,29134.3,28535.6,1080
04-03-2020,28653.7,29252.95,29273.65,28125.15,425.84
03-03-2020,29177.05,29012.55,29285.35,28749.55,367.32
02-03-2020,28868.4,29701,29791.15,28571.7,368.26
28-02-2020,29147.15,29501.55,29564.1,29051.5,386.88
27-02-2020,30187,30270,30271.95,29914.15,358.02
26-02-2020,30306.85,30279.95,30515.35,30131.75,290.96
25-02-2020,30432.7,30517,30610.7,30329.95,215.91
24-02-2020,30455.1,30666.35,30702.15,30428,254.24
20-02-2020,30942.85,30862.3,31085.3,30702.45,273.06
19-02-2020,30838.2,30905,30947.15,30606.15,268.82
18-02-2020,30562.5,30661.5,30692.75,30252.45,398.87
17-02-2020,30680.7,30873.85,30998.15,30630.5,251.93
14-02-2020,30834.8,31281.85,31436.65,30776.1,341.37
13-02-2020,31230.25,31586.55,31649.45,31180.6,303.03
12-02-2020,31492.9,31441.15,31588.6,31398.15,225.96
11-02-2020,31300.6,31230.2,31505.95,31225.9,198.89
10-02-2020,31058.15,31248.65,31248.8,30957.2,239.7
07-02-2020,31201.95,31367.05,31368.2,31111.05,254.38
06-02-2020,31304.05,31070.75,31470.65,30917.25,334
05-02-2020,31001.95,30761.95,31065.85,30630.85,427.6
04-02-2020,30686.7,30235.3,30776.95,30182.45,336.61
03-02-2020,30023.25,29811.75,30105.8,29612.55,337.11
01-02-2020,29820.9,30726.2,30918.6,29753,255.3
31-01-2020,30833.6,30950.5,31033.45,30691.8,333.44
30-01-2020,30647.4,30889.25,30909.5,30521.3,328.86
29-01-2020,30877,30915.1,31082.85,30835.8,268.79
28-01-2020,30761.4,30922,31048.45,30656.35,239.6
27-01-2020,30837.4,31110.55,31227.05,30808.55,309.94
24-01-2020,31241.75,31040.1,31375.45,30879.05,424.62
23-01-2020,31004.05,30742.2,31087.25,30621.35,343.82
22-01-2020,30701.45,31061.6,31149.05,30614,200.58
21-01-2020,30947.55,30978.85,31171.25,30858.6,227.48
20-01-2020,31080.65,31923.95,31923.95,31050.95,282.23
17-01-2020,31590.65,31571.65,31773.55,31445.5,308.14
16-01-2020,31853.9,31810.55,31988.9,31692.4,253.72
15-01-2020,31824.9,31994.75,32000.9,31670.35,545.71
14-01-2020,32071.65,32196.45,32196.45,31989.2,438.91
13-01-2020,32177.65,32139.1,32322.65,32074.05,291.44
10-01-2020,32097.4,32215.7,32347.2,31953.4,444.71
09-01-2020,32092.4,31748.25,32172.7,31667.15,307.98
08-01-2020,31373.65,30995.5,31451.85,30899.55,304.48
07-01-2020,31399.4,31598.05,31851.45,31200.9,294.37
06-01-2020,31237.15,31910.45,31914.45,31170.55,256.24
03-01-2020,32069.25,32326.95,32329.8,31960.4,217.58
02-01-2020,32443.85,32133.15,32465.45,32121.4,253.56
01-01-2020,32102.9,32237.9,32348,32057.2,184.67
31-12-2019,32161.65,32345.95,32345.95,32108.75,251.41
30-12-2019,32354.9,32486.6,32613.1,32248.5,274.05
27-12-2019,32412.35,32142.5,32444.85,32056.25,332.43
26-12-2019,31997.7,32276.15,32314.6,31963.25,339.79
24-12-2019,32280.75,32337.8,32390.35,32246.05,330.83
23-12-2019,32339.45,32381,32502.8,32196.85,391.46
20-12-2019,32384.95,32266.85,32443.35,32199.45,535.24
19-12-2019,32241.45,32281.65,32328.35,32085.05,436.93
18-12-2019,32244.25,32292.25,32293.65,32017.3,258.84
17-12-2019,32140.25,32082.4,32213.35,31987.35,259.93
16-12-2019,31974.2,32159,32186.95,31897.75,306.02
13-12-2019,32014.25,31775.55,32105.05,31770.5,390.51
12-12-2019,31665.45,31356.8,31711.45,31352.1,529.69
11-12-2019,31256.75,31151.65,31337.85,30996.4,815.35
10-12-2019,31160.35,31386.4,31412.8,31126,505.39
09-12-2019,31316.65,31321.4,31537.65,31122.05,494.48
06-12-2019,31341.55,31797.15,31883.7,31250.65,485.39
05-12-2019,31712.95,32083.8,32126.95,31628.3,393.28
04-12-2019,31979.3,31549.3,32017.75,31444,516.8
03-12-2019,31613.35,31920.1,31936.6,31502.95,431.51
02-12-2019,31871.45,32008.3,32024.1,31720.6,496
29-11-2019,31946.1,32074.15,32086.95,31770.8,667.78
28-11-2019,32122.95,31981.7,32157.05,31905.9,498.3
27-11-2019,31875.95,31832.75,31916.8,31734.5,417.57
26-11-2019,31718.35,31692.85,31850.35,31465.85,856.69
25-11-2019,31555.9,31065.1,31591.6,31049.75,317.31
22-11-2019,31111.6,31389.6,31394.2,31055.2,257.77
21-11-2019,31349.95,31413.25,31463.15,31243,296.15
20-11-2019,31353.85,31292.35,31471.65,31205.55,419
19-11-2019,31236.25,31045.15,31298.05,30974.3,429.95
18-11-2019,30992.1,31036.8,31203.55,30901.85,331.73
15-11-2019,31008.4,30912.4,31165.45,30860.7,393.95
14-11-2019,30749.95,30615.8,30789.2,30338.35,383.31
13-11-2019,30541.55,31084.75,31198.5,30488.1,474.51
11-11-2019,31115.55,30664.65,31205.2,30625.8,422.78
08-11-2019,30749.4,30571.3,31108.4,30504.05,620.05
07-11-2019,30633.15,30722.6,30821.35,30462.55,364.82
06-11-2019,30609.6,30225.2,30699,30013.65,403.96
05-11-2019,30219.85,30403.25,30452.7,30091.35,534.71
04-11-2019,30333.1,30415.9,30607.05,30227.25,613.02
01-11-2019,30330.55,30196.15,30409,30028.9,646.75
31-10-2019,30066.25,30168.65,30415.65,29987.15,1190
30-10-2019,29987.5,30005.7,30151.1,29753,448.8
29-10-2019,29873.05,29527.6,29997.65,29385.45,567.56
27-10-2019,29516.3,29605.4,29644.45,29446.8,110.01
25-10-2019,29395.95,29228.65,29452.1,28923.8,632.22
24-10-2019,29107.95,29604.35,29693.25,28994.2,439.98
23-10-2019,29459.6,29478.85,29643.8,29214.05,497.77
22-10-2019,29411.15,29416.25,29690,29231.2,582.22
18-10-2019,29120.25,28954.8,29249.5,28864.1,605.17
17-10-2019,28989.45,28596.35,29049.05,28487.95,617.85
16-10-2019,28538.8,28689.45,28759.35,28305.4,400.38
15-10-2019,28555.1,28257.85,28694.85,28186.25,350.93
14-10-2019,28181.95,28238.5,28553.4,28043.25,387.66
11-10-2019,28042.5,28245.55,28604.05,27736.8,558.92
10-10-2019,28013.45,28542.95,28552.75,27914.15,381.15
09-10-2019,28785.85,27901.65,28857.7,27702.05,574.83
07-10-2019,27767.55,27909.9,28185.15,27568.35,554.31
04-10-2019,27731.85,28681.9,28730.3,27653.7,732.72
03-10-2019,28414.1,28606.7,28769.1,28240.8,825.76
01-10-2019,28725.5,29226.15,29526.4,28077.35,1190
30-09-2019,29103.15,29674.8,29754.4,28943.45,580.25
27-09-2019,29876.65,29974.95,30112.65,29711.35,464.1
26-09-2019,30002.6,29640.55,30718.35,29627,540.44
25-09-2019,29586.05,30029.05,30067.6,29470.1,352.81
24-09-2019,30183.1,30432,30668.1,29889.55,348.81
23-09-2019,30566.2,30039.4,30801.3,29776.3,552.17
20-09-2019,28981.55,26878.65,29418.95,26727.55,844.58
19-09-2019,26757.65,27175.45,27175.45,26643,450.44
18-09-2019,27172.65,27304.7,27414.45,27088.8,307.78
17-09-2019,27131.75,27765.1,27851.4,27047.95,277.76
16-09-2019,27855,27868,28066.7,27798.85,234.06
13-09-2019,28098.75,27772,28126.85,27573.45,438.5
12-09-2019,27818.5,27870.8,28062.3,27764.7,377.82
11-09-2019,27776.2,27639.05,27829.65,27551.65,467.42
09-09-2019,27504.65,27240.35,27565.55,26993.9,286.11
06-09-2019,27247.9,26986.5,27311.05,26950.55,251.99
05-09-2019,26919.7,27086.95,27243.95,26815.4,327.08
04-09-2019,27123.85,26785.95,27278.7,26641.35,309.52
03-09-2019,26824.15,27239.2,27247.05,26742.6,392.43
30-08-2019,27427.85,27407.9,27586.5,27121.95,427.08
29-08-2019,27305.2,27694.95,27719.05,27239.95,377.44
28-08-2019,27804.3,28080.25,28095.55,27634.65,384.11
27-08-2019,28126.15,28106.3,28277.7,27960.8,386.84
26-08-2019,27951.35,27663.95,27995.25,26859.35,519.22
23-08-2019,26958.65,26835.35,27207.3,26560.6,485.54
22-08-2019,27034.2,27690.05,27690.05,26975.55,465.07
21-08-2019,27719.05,28021,28098.9,27666.2,358.84
20-08-2019,27982.45,28163.55,28215.4,27839.65,288.24
19-08-2019,28186.1,28331.25,28468.9,28146.5,241.81
16-08-2019,28217,27920.3,28251.05,27720.95,274.02
14-08-2019,28019.2,27885.5,28107.05,27726.65,290.41
13-08-2019,27729.1,28356.8,28358.85,27683.5,335.81
09-08-2019,28431.9,28293.65,28602.75,28251.75,336.83
08-08-2019,28110.45,27840.1,28227.55,27531.05,303.6
07-08-2019,27702.05,28053.85,28175.55,27641.85,353.4
06-08-2019,28022.1,27518.5,28148.4,27503.9,291
05-08-2019,27648.05,27841.2,27866.55,27389.5,334.37
02-08-2019,28204.95,28224.25,28544.55,27936.35,319.93
01-08-2019,28367.25,28660.5,28819.7,28047.35,282.24
31-07-2019,28876,28575.45,28979.75,28529.75,346.51
30-07-2019,28791.6,29434.85,29530.3,28737.8,301.28
29-07-2019,29295.9,29583.45,29592.95,29104.85,303.51
26-07-2019,29325.3,29062.5,29379.1,28994.5,383.57
25-07-2019,29043.05,28981.05,29240.8,28931.05,296.56
24-07-2019,28952.25,29085.45,29252.4,28871,244.08
23-07-2019,29128.1,29342.45,29365.8,29078.15,333.5
22-07-2019,29284.95,29617.05,29635.15,29194.1,350.33
19-07-2019,29770.35,30515.1,30543.75,29705.75,287.39
18-07-2019,30430.6,30705.8,30769.35,30378.6,352.03
17-07-2019,30735.5,30622.25,30799.7,30568.3,367.51
16-07-2019,30570.8,30532.65,30635,30429.9,369.34
15-07-2019,30445.95,30688.85,30695.7,30334.2,223.02
12-07-2019,30601.45,30789.75,30870.95,30548.3,156.24
11-07-2019,30716.55,30707,30788.05,30565.35,173.56
10-07-2019,30522.1,30618.05,30728.35,30428.6,184.33
09-07-2019,30569.15,30533.4,30702.1,30346.7,259.25
08-07-2019,30603.85,31346.85,31370.4,30536.75,390.5
05-07-2019,31475.8,31523.05,31660.75,31323.25,384.29
04-07-2019,31471.85,31471,31608.35,31428.05,242.99
03-07-2019,31382.3,31347.7,31467.15,31238.5,224.15
02-07-2019,31283.3,31414.65,31431.35,31105.1,233.88
01-07-2019,31372.2,31271,31450.35,31246.45,133.17
28-06-2019,31105.2,31281,31308.9,31060.6,223.61
27-06-2019,31269.5,31192.1,31490.6,31158.8,231.1
26-06-2019,31162.35,30809.2,31202.7,30766.65,171.97
25-06-2019,30847.05,30567.65,30913.25,30451.4,145.14
24-06-2019,30602.05,30680.95,30783.65,30528,165.3
21-06-2019,30628.35,30804.95,30804.95,30541.5,238.84
20-06-2019,30781.1,30390.2,30824.55,30220.7,293.13
19-06-2019,30362.1,30526.5,30699.15,30242,252.89
18-06-2019,30351,30299.45,30550.65,30222.85,241.87
17-06-2019,30273.25,30652,30684.05,30249.4,184.47
14-06-2019,30614.35,30983.45,31032.65,30508.95,255.36
13-06-2019,30976.1,30876.75,31036.9,30638.25,341.89
12-06-2019,30965.7,31219.3,31222.3,30911.45,143.7
11-06-2019,31265.45,31172.25,31399.35,30973.35,188.12
10-06-2019,31034,31259.2,31367.4,30861.3,208.61
07-06-2019,31066.55,30943.15,31139.6,30627.05,215.27
06-06-2019,30857.4,31523.95,31541.5,30800.8,283.14
04-06-2019,31589.05,31532.9,31752.7,31512.95,172.42
03-06-2019,31653.65,31406.05,31674.6,31284.7,160.09
31-05-2019,31375.4,31678.9,31783.6,30623.05,230.85
30-05-2019,31537.1,31256.85,31619.25,31236.1,202.7
29-05-2019,31295.55,31459.25,31546.75,31257.9,205.16
28-05-2019,31597.9,31711.3,31712.4,31328.6,297.6
27-05-2019,31647.65,31234.9,31700.75,31142.5,239.16
24-05-2019,31212.55,30685.5,31275.4,30564.4,282.77
23-05-2019,30409.1,30962.8,31705,30292.35,494.08
